ABO,8624968687 ,ODP-ABO-FBN/039,-3.680443499,128.2168696,8,0,0,0,8,BLACKSYSTEM
ABO,8624968792 ,ODP-ABO-FBN/044,-3.682620382,128.2165312,8,0,0,0,8,BLACKSYSTEM
ABO,8624968797 ,ODP-ABO-FBN/019,-3.683838053,128.2251979,8,0,0,0,8,BLACKSYSTEM
ABO,8624968692 ,ODP-ABO-FBN/021,-3.681801752,128.2181873,8,0,0,0,8,BLACKSYSTEM
ABO,8624968697 ,ODP-ABO-FBN/018,-3.684503093,128.2258983,8,0,0,0,8,BLACKSYSTEM
ABO,8624968702 ,ODP-ABO-FBN/008,-3.69078207,128.2203661,8,0,0,0,8,BLACKSYSTEM
ABO,8624968707 ,ODP-ABO-FBN/030,-3.677168793,128.2157562,8,0,0,0,8,BLACKSYSTEM
ABO,8624968712 ,ODP-ABO-FBN/040,-3.680220024,128.2153509,8,0,0,0,8,BLACKSYSTEM
ABO,8624968717 ,ODP-ABO-FBN/034,-3.676015979,128.2178744,8,0,0,0,8,BLACKSYSTEM
ABO,8624968722 ,ODP-ABO-FBN/005,-3.693865298,128.2190758,8,0,0,0,8,BLACKSYSTEM
ABO,8624968727 ,ODP-ABO-FBN/037,-3.677866044,128.2182336,8,0,0,0,8,BLACKSYSTEM
ABO,8624968732 ,ODP-ABO-FBN/022,-3.681403337,128.2191798,8,0,0,0,8,BLACKSYSTEM
ABO,8624968737 ,ODP-ABO-FBN/029,-3.684646903,128.2221438,8,0,0,0,8,BLACKSYSTEM
ABO,8624968742 ,ODP-ABO-FBN/026,-3.683138922,128.2229457,8,0,0,0,8,BLACKSYSTEM
ABO,8593318933 ,ODP-ABO-FBM/011,-3.681642153,128.2039926,8,0,0,0,8,BLACKSYSTEM
ABO,8688270009 ,ODP-ABO-FBE/097,-3.69783855,128.1964386,8,0,0,0,8,BLACKSYSTEM
ABO,8619944039 ,ODP-ABO-FBE/096,-3.725827636,128.2160032,8,0,0,0,8,BLACKSYSTEM
ABO,8624968577 ,ODP-ABO-FBN/007,-3.69187315,128.2204758,8,0,0,0,8,BLACKSYSTEM
ABO,8624968582 ,ODP-ABO-FBN/041,-3.680150138,128.2157947,8,0,0,0,8,BLACKSYSTEM
ABO,8624968587 ,ODP-ABO-FBN/016,-3.685817294,128.2247007,8,0,0,0,8,BLACKSYSTEM
ABO,8624968592 ,ODP-ABO-FBN/017,-3.684399565,128.225044,8,0,0,0,8,BLACKSYSTEM
ABO,8624968602 ,ODP-ABO-FBN/035,-3.676166966,128.2185941,8,0,0,0,8,BLACKSYSTEM
ABO,8624968607 ,ODP-ABO-FBN/045,-3.682210035,128.2175621,8,0,0,0,8,BLACKSYSTEM
ABO,8624968617 ,ODP-ABO-FBN/047,-3.684487483,128.2186974,8,0,0,0,8,BLACKSYSTEM
ABO,8624968622 ,ODP-ABO-FBN/038,-3.679059138,128.2174156,8,0,0,0,8,BLACKSYSTEM
ABO,8624968802 ,ODP-ABO-FBN/046,-3.683768257,128.2181046,8,0,0,0,8,BLACKSYSTEM
ABO,8624968627 ,ODP-ABO-FBN/025,-3.682786261,128.2221887,8,0,0,0,8,BLACKSYSTEM
ABO,8624968632 ,ODP-ABO-FBN/023,-3.682078068,128.2198614,8,0,0,0,8,BLACKSYSTEM
ABO,8624968637 ,ODP-ABO-FBN/015,-3.686439361,128.2244373,8,0,0,0,8,BLACKSYSTEM
ABO,8624968642 ,ODP-ABO-FBN/027,-3.683631714,128.2236464,8,0,0,0,8,BLACKSYSTEM
ABO,8624968647 ,ODP-ABO-FBN/042,-3.681218349,128.2165566,8,0,0,0,8,BLACKSYSTEM
ABO,8624968652 ,ODP-ABO-FBN/003,-3.693454147,128.217593,8,0,0,0,8,BLACKSYSTEM
ABO,8624968657 ,ODP-ABO-FBN/014,-3.685997167,128.2254179,8,0,0,0,8,BLACKSYSTEM
ABO,8624968662 ,ODP-ABO-FBN/024,-3.682567003,128.220287,8,0,0,0,8,BLACKSYSTEM
ABO,8624968667 ,ODP-ABO-FBN/036,-3.677221096,128.2183808,8,0,0,0,8,BLACKSYSTEM
ABO,8624968807 ,ODP-ABO-FBN/012,-3.686338344,128.2266052,8,0,0,0,8,BLACKSYSTEM
ABO,8624968812 ,ODP-ABO-FBN/031,-3.677765565,128.2161122,8,0,0,0,8,BLACKSYSTEM
ABO,8624968747 ,ODP-ABO-FBN/048,-3.685366488,128.2203916,8,0,0,0,8,BLACKSYSTEM
ABO,8624968752 ,ODP-ABO-FBN/033,-3.677083207,128.2172092,8,0,0,0,8,BLACKSYSTEM
ABO,8624968757 ,ODP-ABO-FBN/043,-3.68150561,128.2167884,8,0,0,0,8,BLACKSYSTEM
ABO,8624968762 ,ODP-ABO-FBN/001,-3.691782271,128.2151008,8,0,0,0,8,BLACKSYSTEM
ABO,8624968767 ,ODP-ABO-FBN/006,-3.692995359,128.2199427,8,0,0,0,8,BLACKSYSTEM
ABO,8624968772 ,ODP-ABO-FBN/011,-3.686688313,128.2213333,8,0,0,0,8,BLACKSYSTEM
ABO,8624968777 ,ODP-ABO-FBN/010,-3.687368603,128.2211518,8,0,0,0,8,BLACKSYSTEM
ABO,8624968672 ,ODP-ABO-FBN/004,-3.694278422,128.2181707,8,0,0,0,8,BLACKSYSTEM
ABO,8624968677 ,ODP-ABO-FBN/013,-3.686569803,128.2264584,8,0,0,0,8,BLACKSYSTEM
ABO,8624968682 ,ODP-ABO-FBN/028,-3.684303034,128.2233326,8,0,0,0,8,BLACKSYSTEM
ABO,8687219134 ,ODP-ABO-FAQ/125,-3.710490012,128.168575,8,0,0,0,8,BLACKSYSTEM
ABO,8687219139 ,ODP-ABO-FAQ/127,-3.710070433,128.1685508,8,0,0,0,8,BLACKSYSTEM
ABO,8593318938 ,ODP-ABO-FBM/012,-3.681585544,128.2027521,8,0,0,0,8,BLACKSYSTEM
ABO,8619494725 ,ODP-ABO-FBK/100,-3.7177948,128.1627687,8,0,0,0,8,BLACKSYSTEM
ABO,8674093675 ,ODP-ABO-FBG/062,-3.701344932,128.173934,8,0,0,0,8,BLACKSYSTEM
ABO,8621294001 ,ODP-ABO-FBL/074,-3.772201538,128.1340324,8,0,0,0,8,BLACKSYSTEM
ABO,8619494720 ,ODP-ABO-FBK/102,-3.718449507,128.1621926,6,2,0,0,8,GREEN
ABO,8619494730 ,ODP-ABO-FBK/101,-3.718149784,128.1625184,5,2,1,0,8,GREEN
ABO,8593318918 ,ODP-ABO-FBM/004,-3.68736941,128.2087173,7,0,1,0,8,GREEN
ABO,8624968597 ,ODP-ABO-FBN/009,-3.689675558,128.2207235,7,0,1,0,8,GREEN
ABO,8624968612 ,ODP-ABO-FBN/020,-3.683961049,128.2240629,6,0,2,0,8,GREEN
ABO,8624968782 ,ODP-ABO-FBN/032,-3.678136439,128.2170863,7,0,1,0,8,GREEN
ABO,8687219144 ,ODP-ABO-FAQ/126,-3.710246536,128.168549,7,1,0,0,8,GREEN
ABO,8593318923 ,ODP-ABO-FBM/005,-3.68798125,128.2085769,5,3,0,0,8,GREEN
ABO,8593318948 ,ODP-ABO-FBM/009,-3.684380815,128.2047066,2,5,1,0,8,YELLOW
ABO,8593318953 ,ODP-ABO-FBM/008,-3.685721391,128.2052311,3,2,3,0,8,YELLOW
ABO,8593318908 ,ODP-ABO-FBM/003,-3.686853833,128.2089057,4,4,0,0,8,YELLOW
ABO,8593318903 ,ODP-ABO-FBM/007,-3.68745069,128.2057116,4,0,4,0,8,YELLOW
ABO,8624968787 ,ODP-ABO-FBN/002,-3.69195102,128.2153825,0,0,8,0,8,RED
ABO,8614468737 ,ODP-ABO-FBL/071,-3.769140554,128.1224786,0,5,3,0,8,RED
ABO,8593318943 ,ODP-ABO-FBM/002,-3.686330629,128.2090791,0,7,1,0,8,RED
ABO,8614468747 ,ODP-ABO-FBL/072,-3.76832664,128.1222098,0,7,1,0,8,RED
ABO,8614468742 ,ODP-ABO-FBL/073,-3.767727127,128.1219116,1,1,6,0,8,RED
PAO,8707543702 ,ODP-PAO-FBF/036,-3.671782854,128.1448964,8,0,0,0,8,BLACK
PIR,8689318668 ,ODP-PIR-FAP/093,-3.065682688,128.1197706,8,0,0,0,8,BLACKSYSTEM
PAO,8645744227 ,ODP-PAO-FBF/035,-3.677264248,128.1370323,8,0,0,0,8,BLACKSYSTEM
PAO,8621223005 ,ODP-PAO-FAX/077,-3.597736226,128.3364499,8,0,0,0,8,BLACKSYSTEM
PIR,7973668621 ,ODP-PIR-FAB/005,-3.011535919,128.1203411,7,1,0,0,8,GREEN
PAO,8621069646 ,ODP-PAO-FAS/085,-3.627754904,128.2430407,7,1,0,0,8,GREEN
PAO,8626469772 ,ODP-PAO-FAX/078,-3.619337067,128.3544664,5,3,0,0,8,GREEN
PAO,8595044041 ,ODP-PAO-FBE/038,-3.65803509,128.1849118,1,7,0,0,8,RED
PAO,7255543595 ,ODP-PAO-FAX/045,-3.565346329,128.3204116,0,8,0,0,8,RED
MSH,8619944280 ,ODP-MSH-FAU/088,-3.286309656,128.9819827,8,0,0,0,8,BLACKSYSTEM
MSH,8627968584 ,ODP-MSH-FAU/085,-3.283214355,128.9704209,8,0,0,0,8,BLACKSYSTEM
MSH,8627968579 ,ODP-MSH-FAU/086,-3.283395894,128.9712222,6,2,0,0,8,GREEN
MSH,8619944285 ,ODP-MSH-FAU/087,-3.287250727,128.9814351,4,3,1,0,8,YELLOW
NIR,8688269862 ,ODP-NIR-FAA/098,-4.526917765,129.8961033,8,0,0,0,8,BLACK
NIR,8652118865 ,ODP-NIR-FAA/094,-4.510525559,129.9058587,7,1,0,0,8,GREEN
NIR,8652118862 ,ODP-NIR-FAA/097,-4.517747927,129.9011263,7,1,0,0,8,GREEN
NIR,8652118859 ,ODP-NIR-FAA/095,-4.511290123,129.9060587,5,1,2,0,8,GREEN
NIR,8652118856 ,ODP-NIR-FAA/096,-4.511550835,129.905282,2,3,3,0,8,YELLOW
NML,8653919003 ,ODP-NML-FAH/040,-3.255100799,127.0669993,5,0,3,0,8,GREEN
NML,8653919012 ,ODP-NML-FAH/043,-3.244131992,127.0920423,7,1,0,0,8,GREEN
NML,8653919000 ,ODP-NML-FAH/039,-3.256072041,127.0657748,6,2,0,0,8,GREEN
NML,8653919006 ,ODP-NML-FAH/041,-3.254115736,127.0684983,2,2,4,0,8,YELLOW
NML,8653919009 ,ODP-NML-FAH/042,-3.254107211,127.0690608,0,4,4,0,8,RED
TIA,8619645310 ,ODP-TIA-FAA/167,-8.15357412,127.7887404,8,0,0,0,8,BLACKSYSTEM
SML,8593319476 ,ODP-SML-FAE/042,-7.984316161,131.3003248,0,8,0,0,8,RED
TUA,8705369100 ,ODP-TUA-FAE/124,-5.573874819,132.7542155,8,0,0,0,8,BLACK
TUA,8594893928 ,ODP-TUA-FAK/052,-5.798388993,132.6829576,0,7,1,0,8,RED
TUA,8595045869 ,ODP-TUA-FAD/094,-5.630475284,132.7477128,0,15,1,0,16,RED
