ABO,8985868602,ODP-ABO-FBL/077,-3.783322464,128.0994709,8,0,0,0,8,BLACKSYSTEM
ABO,8811196002,ODP-ABO-FBL/075,-3.768396074,128.1196562,0,8,0,0,8,RED
ABO,8894518552,ODP-ABO-FBL/076,-3.742457706,128.1330075,4,2,2,0,8,GREEN
ABO,767293722,ODP-ABO-FAF/33,-3.729502,128.141915,1,7,0,0,8,RED
ABO,8896918531,ODP-ABO-FAP/083,-3.706721965,128.1558697,8,0,0,0,8,BLACKSYSTEM
ABO,6520919383,ODP-ABO-FBK/063,-3.705203243,128.1618971,8,0,0,0,8,BLACKSYSTEM
ABO,8946718581,ODP-ABO-FBK/103,-3.70508608,128.164566,2,6,0,0,8,YELLOW
ABO,8943644631,ODP-ABO-FBG/064,-3.704765631,128.1666896,8,0,0,0,8,BLACKSYSTEM
ABO,7031668628,ODP-ABO-FBK/069,-3.707345548,128.1677449,4,4,0,0,8,YELLOW
ABO,8897519076,ODP-ABO-FAQ/128,-3.709948067,128.1729134,8,0,0,0,8,BLACKSYSTEM
ABO,8911918528,ODP-ABO-FAQ/129,-3.707562469,128.1729334,8,0,0,0,8,BLACKSYSTEM
ABO,3183794297,ODP-ABO-FAA/028,-3.699075406,128.1743213,2,1,0,0,3,GREEN
ABO,8896918984,ODP-ABO-FBG/063,-3.708089612,128.1752523,0,5,3,0,8,YELLOW
ABO,8904419638,ODP-ABO-FAB/123,-3.702034455,128.1777487,5,2,1,0,8,GREEN
ABO,8952794727,ODP-ABO-FAG/089,-3.693931146,128.1796322,8,0,0,0,8,BLACKSYSTEM
ABO,5687521984,ODP-ABO-FAB/117,-3.703042454,128.1799925,7,1,0,0,8,GREEN
ABO,8997718535,ODP-ABO-FBF/061,-3.690070023,128.1906641,8,0,0,0,8,BLACKSYSTEM
ABO,3751469180,ODP-ABO-FAC/063,-3.693823491,128.1912717,8,0,0,0,8,BLACKSYSTEM
ABO,8886418692,ODP-ABO-FAR/132,-3.683018976,128.1917556,0,8,0,0,8,RED
ABO,8886418701,ODP-ABO-FAR/130,-3.679761322,128.1920865,5,1,2,0,8,GREEN
ABO,8886418686,ODP-ABO-FAR/131,-3.680735156,128.192288,0,7,1,0,8,RED
ABO,8886418689,ODP-ABO-FAR/129,-3.679913834,128.1932323,2,6,0,0,8,YELLOW
ABO,8886418695,ODP-ABO-FAR/128,-3.68076207,128.1938234,0,8,0,0,8,RED
ABO,8870219095,ODP-ABO-FAX/076,-3.687057121,128.1941455,8,0,0,0,8,BLACKSYSTEM
ABO,2266770858,ODP-ABO-FAR/77,-3.678859167,128.1942047,8,0,0,0,8,BLACKSYSTEM
ABO,8704469537,ODP-ABO-FAX/075,-3.690949293,128.1942389,9,7,0,0,16,YELLOW
ABO,8894068926,ODP-ABO-FBF/059,-3.694103393,128.194395,6,2,0,0,8,GREEN
ABO,8886418698,ODP-ABO-FAR/127,-3.680119366,128.1944943,0,6,2,0,8,YELLOW
ABO,8886418683,ODP-ABO-FAR/126,-3.679541166,128.1947031,0,7,1,0,8,RED
ABO,8923095597,ODP-ABO-FBM/019,-3.682654383,128.1979353,4,4,0,0,8,YELLOW
ABO,8923095612,ODP-ABO-FBM/015,-3.676400849,128.1982778,5,0,3,0,8,BLACKSYSTEM
ABO,8923095592,ODP-ABO-FBM/018,-3.684328871,128.1982892,5,1,2,0,8,GREEN
